director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
Guillermo del Toro,Ewan McGregor,David Bradley,Gregory Mann,"Animation, Fantasy, Adventure",guillermo del toro's pinocchio
Janeen Damian,Lindsay Lohan,,,"Romance, Comedy, Family",falling for christmas
Ryan Coogler,Letitia Wright,Lupita Nyong'o,Danai Gurira,"Action, Adventure, Science Fiction",black panther: wakanda forever
Steven Spielberg,Michelle Williams,Paul Dano,Seth Rogen,Drama,the fabelmans
Sean Anders,Will Ferrell,Ryan Reynolds,Octavia Spencer,Comedy,spirited
Elvis Mitchell,Margaret Avery,Harry Belafonte,Charles Burnett,Documentary,is that black enough for you?!?
Chuck Russell,John Travolta,Bruce Willis,,"Action, Crime, Thriller",paradise city
Russell Crowe,Russell Crowe,Liam Hemsworth,RZA,"Thriller, Crime",poker face
Clay Kaytis,Peter Billingsley,Erinn Hayes,Scott Schwartz,"Romance, Music, Comedy, Fantasy",a christmas story christmas
Maria Schrader,Carey Mulligan,Zoe Kazan,Patricia Clarkson,"Drama, History",she said
Mark Mylod,Ralph Fiennes,Anya Taylor-Joy,Nicholas Hoult,"Comedy, Horror, Thriller",the menu
Adam Shankman,Amy Adams,Patrick Dempsey,Maya Rudolph,"Comedy, Family, Fantasy",disenchanted
Francis Lawrence,Jason Momoa,Marlow Barkley,Chris O'Dowd,"Family, Fantasy, Comedy",slumberland
Luca Guadagnino,Taylor Russell,Timothée Chalamet,Michael Stuhlbarg,"Romance, Drama, Horror",bones and all
Elegance Bratton,Jeremy Pope,Raúl Castillo,McCaul Lombardi,Drama,the inspection
Stephen Donnelly,Luke Evans,Olivia Colman,Jessie Buckley,"Animation, Family, Fantasy",scrooge: a christmas carol
Robert Moresco,Frank Grillo,Romano Reggiani,Matteo Leoni,"Drama, History",lamborghini: the man behind the legend
Claire Scanlon,Allison Janney,Ben Platt,Cynthia Addai-Robinson,Comedy,the people we hate at the wedding
Don Hall,Jake Gyllenhaal,Dennis Quaid,Jaboukie Young-White,"Animation, Family, Adventure, Science Fiction, Fantasy",strange world
Rian Johnson,Daniel Craig,Edward Norton,Janelle Monáe,"Comedy, Crime, Mystery",glass onion: a knives out mystery
J. D. Dillard,Jonathan Majors,Glen Powell,Christina Jackson,"War, Drama, Action",devotion
Nikyatu Jusu,Anna Diop,Michelle Monaghan,Sinqua Walls,"Drama, Horror",nanny
Charles Shyer,Justin Hartley,Barrett Doss,Essence Atkins,"Romance, Comedy, Drama",the noel diary
Noah Baumbach,Adam Driver,Greta Gerwig,Don Cheadle,Documentary,white noise
Tommy Wirkola,David Harbour,John Leguizamo,Alex Hassell,"Action, Comedy, Fantasy, Thriller",violent night
Antoine Fuqua,Will Smith,Ben Foster,Charmaine Bingwa,"Drama, War, History",emancipation
Michael Showalter,Jim Parsons,Ben Aldridge,Sally Field,"Romance, Comedy, Drama",spoiler alert
Luke Cormican,Hunter Dillon,Brady Noon,Ethan William Childress,"Family, Comedy",diary of a wimpy kid: rodrick rules
Silas Howard,Riele Downs,Auliʻi Cravalho,Chosen Jacobs,"Comedy, Fantasy, Drama",darby and the dead
Tonnerre,Emma Corrin,Jack O'Connell,Matthew Duckett,"Romance, Drama",lady chatterley's lover
Joanna Hogg,Tilda Swinton,Joseph Mydell,Carly-Sophia Davies,"Drama, Mystery",the eternal daughter
Chris Soriano,Chris Soriano,Michael D'Aguilar,Peter Laboy,Drama,almighty zeus
Paul Joiner,David Jeremiah,Rose Anaya,Logan Polson,Documentary,why the nativity?
Matthew Warchus,Alisha Weir,Lashana Lynch,Stephen Graham,"Family, Comedy, Fantasy",roald dahl's matilda the musical
Sam Mendes,Olivia Colman,Micheal Ward,Monica Dolan,"Drama, Romance",empire of light
Matt Danner,Joshua Bassett,Jamie Demetriou,Alice Isaaz,"Animation, Comedy, Family, Fantasy",night at the museum: kahmunrah rises again
Darren Aronofsky,Brendan Fraser,Sadie Sink,Hong Chau,Documentary,the whale
Daryl Wein,Zoey Deutch,Kendrick Sampson,Ray Nicholson,"Romance, Comedy, Drama",something from tiffany's
Edward John Drake,Paul Johansson,Bruce Willis,,"Action, Thriller",detective knight: redemption
Steven LaMorte,David Howard Thornton,Krystle Martin,Chase Mullins,"Horror, Comedy",the mean one
James Cameron,Sam Worthington,Zoe Saldaña,Sigourney Weaver,"Science Fiction, Adventure, Action",avatar: the way of water
Joel Crawford,Antonio Banderas,Salma Hayek,Harvey Guillén,"Animation, Adventure, Fantasy, Comedy, Family",puss in boots: the last wish
Damien Chazelle,Brad Pitt,Margot Robbie,Diego Calva,"Drama, Comedy",babylon
Kasi Lemmons,Naomi Ackie,Stanley Tucci,Ashton Sanders,"Music, History, Drama",whitney houston: i wanna dance with somebody
Scott Cooper,Christian Bale,Harry Melling,Gillian Anderson,"Thriller, Crime, Horror, Mystery",the pale blue eye
Sarah Polley,Rooney Mara,Claire Foy,Jessie Buckley,Drama,women talking
Marc Forster,Tom Hanks,Mariana Treviño,Rachel Keller,"Comedy, Drama",a man called otto
Mary Nighy,Anna Kendrick,Kaniehtiio Horn,Charlie Carrick,"Thriller, Drama, Romance","alice, darling"
